sample_index,scan_id,image_relpath,global_thresholded_gradient_density,region_id,boosting_gradient_density_ratio,passes_official_density_threshold,selected_exact_k,selected_at_most_k_official_threshold,primary_utility_sum,absrel_utility_sum
10,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_050_000.png,0.10396713121301987,2,1.1277157423434,True,False,False,669.3672040089127,91.0646956903209
10,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_050_000.png,0.10396713121301987,3,1.468190099351045,True,True,True,619358.9309184193,231665.41637204823
10,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_050_000.png,0.10396713121301987,4,0.5193353023295774,False,False,False,-122.47009360593043,-338.29596389817726
10,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_050_000.png,0.10396713121301987,5,0.42338301276127577,False,False,False,152.99004976554045,53.54744777418409
10,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_050_000.png,0.10396713121301987,6,1.457620504059579,True,False,False,27.548278042473,27.662784332481937
10,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_050_000.png,0.10396713121301987,7,2.82081248987794,True,True,True,780134.5216156055,170558.55985537556
10,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_050_000.png,0.10396713121301987,8,0.6489138543145706,False,False,False,644.4015930112894,-80.4263592906757
10,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_050_000.png,0.10396713121301987,9,0.5383874690541192,False,False,False,232.11172474147685,154.10085980408152
10,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_050_000.png,0.10396713121301987,10,0.7364799193453101,False,False,False,384.81658718504593,152.13973706869947
10,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_050_000.png,0.10396713121301987,11,1.8246312011141768,True,True,True,12.139351757021231,-61.779326015130394
11,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_060_010.png,0.0619231169447556,0,0.04371858833052612,False,False,False,11.39868401996507,11.39868401996507
11,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_060_010.png,0.0619231169447556,1,0.22108388934149134,False,False,False,-42.96759275632207,-69.3563766706001
11,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_060_010.png,0.0619231169447556,2,0.12682413655893388,False,False,False,-445.8423414319093,-146.63548210264733
11,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_060_010.png,0.0619231169447556,3,2.250996615293376,True,True,True,966.5919442147715,222.46331818295485
11,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_060_010.png,0.0619231169447556,4,0.08538399007523519,False,False,False,1.4630375358038654,1.4630375358038654
11,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_060_010.png,0.0619231169447556,5,0.8728886702710442,False,False,False,950.0935012924714,265.063619648532
11,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_060_010.png,0.0619231169447556,6,0.17399938057330205,False,False,False,-1034.9020903000849,-313.9372836566083
11,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_060_010.png,0.0619231169447556,7,2.4189690953520837,True,True,True,1209.0483136765486,115.55299906213834
11,indoors/scene_00020/scan_00184,val/indoors/scene_00020/scan_00184/00020_00184_indoors_060_010.png,0.0619231169447556,8,0.9974825577791514,False,False,False,-318.04936498635874,-46.09546630043583
