sample_index,domain,scene_id,scan_id,budget_count,raw_topk_region_ids,normalized_topk_region_ids,top_k_set_jaccard,kendall_tau_b,selected_set_disagreement,zero_weight_region_count,base_primary_error_sum,raw_selected_utility_sum,normalized_selected_raw_utility_sum
158,outdoor,scene_00023,outdoor/scene_00023/scan_00198,6,8;9;4;5;10;1,5;4;8;9;10;1,1.0,0.8412698412698413,0.0,3,74007.72900682382,8332.233399550236,8332.233399550236
159,outdoor,scene_00023,outdoor/scene_00023/scan_00198,1,5,1,0.0,0.7272727272727273,1.0,0,143020.41784883564,8442.876443372894,417.8970170150701
159,outdoor,scene_00023,outdoor/scene_00023/scan_00198,3,5;4;6,1;4;5,0.5,0.7272727272727273,1.0,0,143020.41784883564,14872.98318805555,13184.19045797157
159,outdoor,scene_00023,outdoor/scene_00023/scan_00198,6,5;4;6;1;2;10,1;4;5;2;6;10,1.0,0.7272727272727273,0.0,0,143020.41784883564,15406.316176920678,15406.316176920678
160,outdoor,scene_00023,outdoor/scene_00023/scan_00199,1,1,1,1.0,1.0,0.0,0,523178.8247832721,12581.567527669404,12581.567527669404
160,outdoor,scene_00023,outdoor/scene_00023/scan_00199,3,1;2;0,1;2;0,1.0,1.0,0.0,0,523178.8247832721,18631.278089714157,18631.278089714157
160,outdoor,scene_00023,outdoor/scene_00023/scan_00199,6,1;2;0;3;4;5,1;2;0;3;4;5,1.0,1.0,0.0,0,523178.8247832721,19367.850709855575,19367.850709855575
161,outdoor,scene_00023,outdoor/scene_00023/scan_00199,1,3,3,1.0,1.0,0.0,0,789131.7938167192,17711.87358911161,17711.87358911161
161,outdoor,scene_00023,outdoor/scene_00023/scan_00199,3,3;0;1,3;0;1,1.0,1.0,0.0,0,789131.7938167192,26896.296560685165,26896.296560685165
161,outdoor,scene_00023,outdoor/scene_00023/scan_00199,6,3;0;1;6;2;7,3;0;1;6;2;7,1.0,1.0,0.0,0,789131.7938167192,31618.27005476234,31618.27005476234
162,outdoor,scene_00023,outdoor/scene_00023/scan_00199,1,2,2,1.0,1.0,0.0,0,1004083.2157135821,95792.80844489526,95792.80844489526
162,outdoor,scene_00023,outdoor/scene_00023/scan_00199,3,2;3;1,2;3;1,1.0,1.0,0.0,0,1004083.2157135821,217900.0805341751,217900.0805341751
162,outdoor,scene_00023,outdoor/scene_00023/scan_00199,6,2;3;1;0;5;7,2;3;1;0;5;7,1.0,1.0,0.0,0,1004083.2157135821,262616.32188463287,262616.32188463287
163,outdoor,scene_00023,outdoor/scene_00023/scan_00199,1,1,1,1.0,0.9696969696969697,0.0,0,474843.553859258,21309.29170736503,21309.29170736503
163,outdoor,scene_00023,outdoor/scene_00023/scan_00199,3,1;2;6,1;2;0,0.5,0.9696969696969697,1.0,0,474843.553859258,26342.48360964244,25580.233715542152
163,outdoor,scene_00023,outdoor/scene_00023/scan_00199,6,1;2;6;0;8;9,1;2;0;6;8;9,1.0,0.9696969696969697,0.0,0,474843.553859258,27729.314828754195,27729.314828754195
164,outdoor,scene_00023,outdoor/scene_00023/scan_00199,1,1,1,1.0,0.9384615384615385,0.0,2,245281.6791170902,385.64166058815,385.64166058815
164,outdoor,scene_00023,outdoor/scene_00023/scan_00199,3,1;11;0,1;0;11,1.0,0.9384615384615385,0.0,2,245281.6791170902,1047.6384019994493,1047.6384019994491
164,outdoor,scene_00023,outdoor/scene_00023/scan_00199,6,1;11;0;10;9;7,1;0;11;9;10;7,1.0,0.9384615384615385,0.0,2,245281.6791170902,1461.6001846303054,1461.6001846303052
165,outdoor,scene_00023,outdoor/scene_00023/scan_00199,1,6,6,1.0,0.8181818181818182,0.0,0,391269.6064993638,835.607294108249,835.607294108249
165,outdoor,scene_00023,outdoor/scene_00023/scan_00199,3,6;4;7,6;4;7,1.0,0.8181818181818182,0.0,0,391269.6064993638,2197.128806552786,2197.128806552786
165,outdoor,scene_00023,outdoor/scene_00023/scan_00199,6,6;4;7;1;2;10,6;4;7;1;2;5,0.7142857142857143,0.8181818181818182,1.0,0,391269.6064993638,2467.546223541843,2466.0961390858233
166,outdoor,scene_00023,outdoor/scene_00023/scan_00199,1,4,4,1.0,0.9696969696969697,0.0,0,389758.9609336152,1274.7129326740976,1274.7129326740976
166,outdoor,scene_00023,outdoor/scene_00023/scan_00199,3,4;7;1,4;7;1,1.0,0.9696969696969697,0.0,0,389758.9609336152,1690.7670257304887,1690.7670257304887
166,outdoor,scene_00023,outdoor/scene_00023/scan_00199,6,4;7;1;10;8;9,4;7;1;10;8;9,1.0,0.9696969696969697,0.0,0,389758.9609336152,1697.4167940884126,1697.4167940884126
167,outdoor,scene_00023,outdoor/scene_00023/scan_00199,1,0,0,1.0,0.9393939393939394,0.0,0,273902.4023661653,5219.046081140226,5219.046081140226
167,outdoor,scene_00023,outdoor/scene_00023/scan_00199,3,0;1;9,0;1;9,1.0,0.9393939393939394,0.0,0,273902.4023661653,5731.620122699675,5731.620122699675
167,outdoor,scene_00023,outdoor/scene_00023/scan_00199,6,0;1;9;10;11;7,0;1;9;11;10;7,1.0,0.9393939393939394,0.0,0,273902.4023661653,5928.694394043176,5928.694394043176
168,outdoor,scene_00023,outdoor/scene_00023/scan_00199,1,0,0,1.0,0.9696969696969697,0.0,0,434207.82373064617,7220.73821975565,7220.73821975565
168,outdoor,scene_00023,outdoor/scene_00023/scan_00199,3,0;3;1,0;3;1,1.0,0.9696969696969697,0.0,0,434207.82373064617,7283.690660524375,7283.690660524375
168,outdoor,scene_00023,outdoor/scene_00023/scan_00199,6,0;3;1;10;9;11,0;3;1;10;9;11,1.0,0.9696969696969697,0.0,0,434207.82373064617,7279.374627855252,7279.374627855252
169,outdoor,scene_00023,outdoor/scene_00023/scan_00199,1,5,5,1.0,0.7878787878787878,0.0,0,745219.5113543973,7307.446465654928,7307.446465654928
169,outdoor,scene_00023,outdoor/scene_00023/scan_00199,3,5;6;3,5;1;3,0.5,0.7878787878787878,1.0,0,745219.5113543973,18706.66508862596,15588.905031432118
169,outdoor,scene_00023,outdoor/scene_00023/scan_00199,6,5;6;3;8;1;9,5;1;3;8;6;9,1.0,0.7878787878787878,0.0,0,745219.5113543973,28004.044487525865,28004.04448752586
170,outdoor,scene_00023,outdoor/scene_00023/scan_00200,1,3,3,1.0,0.9696969696969697,0.0,0,457211.7438900219,3292.75597498985,3292.75597498985
170,outdoor,scene_00023,outdoor/scene_00023/scan_00200,3,3;0;4,3;0;4,1.0,0.9696969696969697,0.0,0,457211.7438900219,3234.1158058162937,3234.1158058162937
170,outdoor,scene_00023,outdoor/scene_00023/scan_00200,6,3;0;4;1;11;5,3;0;4;1;11;5,1.0,0.9696969696969697,0.0,0,457211.7438900219,2919.0783794055483,2919.0783794055483
171,outdoor,scene_00023,outdoor/scene_00023/scan_00200,1,5,5,1.0,0.9090909090909091,0.0,0,764888.1009423806,54566.88688856895,54566.88688856895
171,outdoor,scene_00023,outdoor/scene_00023/scan_00200,3,5;9;0,5;0;1,0.5,0.9090909090909091,1.0,0,764888.1009423806,74133.3321606824,66065.03249810947
171,outdoor,scene_00023,outdoor/scene_00023/scan_00200,6,5;9;0;1;8;6,5;0;1;9;6;8,1.0,0.9090909090909091,0.0,0,764888.1009423806,78716.65288095418,78716.65288095418
172,outdoor,scene_00023,outdoor/scene_00023/scan_00200,1,0,0,1.0,1.0,0.0,0,3150623.817664207,54712.9137057172,54712.9137057172
172,outdoor,scene_00023,outdoor/scene_00023/scan_00200,3,0;5;6,0;5;6,1.0,1.0,0.0,0,3150623.817664207,56728.74683745695,56728.74683745695
172,outdoor,scene_00023,outdoor/scene_00023/scan_00200,6,0;5;6;10;8;9,0;5;6;10;8;9,1.0,1.0,0.0,0,3150623.817664207,56794.634238001636,56794.634238001636
173,outdoor,scene_00023,outdoor/scene_00023/scan_00200,1,5,5,1.0,0.8484848484848485,0.0,0,2796225.0217359215,173310.014692321,173310.014692321
173,outdoor,scene_00023,outdoor/scene_00023/scan_00200,3,5;6;0,5;6;0,1.0,0.8484848484848485,0.0,0,2796225.0217359215,270785.1566599197,270785.1566599197
173,outdoor,scene_00023,outdoor/scene_00023/scan_00200,6,5;6;0;4;7;11,5;6;0;2;4;7,0.7142857142857143,0.8484848484848485,1.0,0,2796225.0217359215,297240.2560990329,297170.9995787355
174,outdoor,scene_00023,outdoor/scene_00023/scan_00200,1,1,1,1.0,1.0,0.0,0,3660026.967620508,124715.85380861808,124715.85380861808
174,outdoor,scene_00023,outdoor/scene_00023/scan_00200,3,1;0;2,1;0;2,1.0,1.0,0.0,0,3660026.967620508,138119.14234790773,138119.14234790773
174,outdoor,scene_00023,outdoor/scene_00023/scan_00200,6,1;0;2;8;9;10,1;0;2;8;9;10,1.0,1.0,0.0,0,3660026.967620508,138134.9588594323,138134.9588594323
175,outdoor,scene_00023,outdoor/scene_00023/scan_00200,1,4,4,1.0,0.8181818181818182,0.0,0,4101512.3249614486,187715.0691682477,187715.0691682477
175,outdoor,scene_00023,outdoor/scene_00023/scan_00200,3,4;6;5,4;6;2,0.5,0.8181818181818182,1.0,0,4101512.3249614486,301833.4111030099,282967.7847429725
175,outdoor,scene_00023,outdoor/scene_00023/scan_00200,6,4;6;5;3;1;2,4;6;2;3;1;5,1.0,0.8181818181818182,0.0,0,4101512.3249614486,346940.78759498196,346940.78759498196
176,outdoor,scene_00023,outdoor/scene_00023/scan_00200,1,9,0,0.0,0.7272727272727273,1.0,1,1244655.643127921,43796.76259277204,42937.25860213068
176,outdoor,scene_00023,outdoor/scene_00023/scan_00200,3,9;0;5,0;5;9,1.0,0.7272727272727273,0.0,1,1244655.643127921,109269.1010510833,109269.1010510833
176,outdoor,scene_00023,outdoor/scene_00023/scan_00200,6,9;0;5;10;1;6,0;5;9;1;7;4,0.5,0.7272727272727273,1.0,1,1244655.643127921,130397.0967638383,120101.15385515681
177,outdoor,scene_00023,outdoor/scene_00023/scan_00200,1,11,5,0.0,0.7878787878787878,1.0,0,1446741.9605361784,103650.92165966699,42362.20382015122
177,outdoor,scene_00023,outdoor/scene_00023/scan_00200,3,11;3;5,5;3;1,0.5,0.7878787878787878,1.0,0,1446741.9605361784,198944.99329234572,101355.00118048361
177,outdoor,scene_00023,outdoor/scene_00023/scan_00200,6,11;3;5;2;1;7,5;3;1;2;11;7,1.0,0.7878787878787878,0.0,0,1446741.9605361784,219943.5310222735,219943.5310222735
178,outdoor,scene_00023,outdoor/scene_00023/scan_00200,1,9,9,1.0,1.0,0.0,0,2301095.9035909194,5549.559083350181,5549.559083350181
178,outdoor,scene_00023,outdoor/scene_00023/scan_00200,3,9;1;2,9;1;2,1.0,1.0,0.0,0,2301095.9035909194,8904.702416857996,8904.702416857996
178,outdoor,scene_00023,outdoor/scene_00023/scan_00200,6,9;1;2;8;4;6,9;1;2;8;4;6,1.0,1.0,0.0,0,2301095.9035909194,9715.46038355087,9715.46038355087
179,outdoor,scene_00023,outdoor/scene_00023/scan_00200,1,3,3,1.0,1.0,0.0,0,1861829.6404155877,76101.78586870423,76101.78586870423
179,outdoor,scene_00023,outdoor/scene_00023/scan_00200,3,3;2;1,3;2;1,1.0,1.0,0.0,0,1861829.6404155877,109721.82059176193,109721.82059176193
179,outdoor,scene_00023,outdoor/scene_00023/scan_00200,6,3;2;1;7;10;11,3;2;1;7;10;11,1.0,1.0,0.0,0,1861829.6404155877,109769.42635615153,109769.42635615153
180,outdoor,scene_00024,outdoor/scene_00024/scan_00201,1,6,6,1.0,1.0,0.0,0,510479.17750053114,549.3145493668338,549.3145493668338
180,outdoor,scene_00024,outdoor/scene_00024/scan_00201,3,6;7;2,6;7;2,1.0,1.0,0.0,0,510479.17750053114,939.5562143280688,939.5562143280688
180,outdoor,scene_00024,outdoor/scene_00024/scan_00201,6,6;7;2;8;10;11,6;7;2;8;10;11,1.0,1.0,0.0,0,510479.17750053114,943.4759542574909,943.4759542574909
181,outdoor,scene_00024,outdoor/scene_00024/scan_00201,1,1,1,1.0,0.9696969696969697,0.0,0,254656.82948751978,178.4891589118365,178.4891589118365
181,outdoor,scene_00024,outdoor/scene_00024/scan_00201,3,1;2;3,1;2;3,1.0,0.9696969696969697,0.0,0,254656.82948751978,324.4996947365535,324.4996947365535
181,outdoor,scene_00024,outdoor/scene_00024/scan_00201,6,1;2;3;8;4;5,1;2;3;4;8;5,1.0,0.9696969696969697,0.0,0,254656.82948751978,363.01516668695507,363.01516668695507
182,outdoor,scene_00024,outdoor/scene_00024/scan_00201,1,3,3,1.0,0.9696969696969697,0.0,0,242913.26448377763,1943.4609021995352,1943.4609021995352
182,outdoor,scene_00024,outdoor/scene_00024/scan_00201,3,3;1;2,3;2;1,1.0,0.9696969696969697,0.0,0,242913.26448377763,2387.8163543097126,2387.8163543097126
182,outdoor,scene_00024,outdoor/scene_00024/scan_00201,6,3;1;2;6;8;10,3;2;1;6;8;10,1.0,0.9696969696969697,0.0,0,242913.26448377763,2503.8167127983734,2503.8167127983734
183,outdoor,scene_00024,outdoor/scene_00024/scan_00201,1,11,11,1.0,0.9696969696969697,0.0,0,356376.0664212628,456.7129811021889,456.7129811021889
183,outdoor,scene_00024,outdoor/scene_00024/scan_00201,3,11;10;9,11;10;9,1.0,0.9696969696969697,0.0,0,356376.0664212628,817.1489117034683,817.1489117034683
183,outdoor,scene_00024,outdoor/scene_00024/scan_00201,6,11;10;9;7;5;2,11;10;9;7;5;2,1.0,0.9696969696969697,0.0,0,356376.0664212628,886.7185057202912,886.7185057202912
184,outdoor,scene_00024,outdoor/scene_00024/scan_00201,1,3,3,1.0,0.9090909090909091,0.0,0,341763.9668254653,4598.992522172858,4598.992522172858
184,outdoor,scene_00024,outdoor/scene_00024/scan_00201,3,3;2;1,3;2;1,1.0,0.9090909090909091,0.0,0,341763.9668254653,6135.821372268244,6135.821372268244
184,outdoor,scene_00024,outdoor/scene_00024/scan_00201,6,3;2;1;6;9;10,3;2;1;6;9;10,1.0,0.9090909090909091,0.0,0,341763.9668254653,6295.778388496569,6295.778388496569
185,outdoor,scene_00024,outdoor/scene_00024/scan_00201,1,4,4,1.0,1.0,0.0,0,1756123.6644829141,93724.27809738126,93724.27809738126
185,outdoor,scene_00024,outdoor/scene_00024/scan_00201,3,4;0;8,4;0;8,1.0,1.0,0.0,0,1756123.6644829141,113227.19537320767,113227.19537320767
185,outdoor,scene_00024,outdoor/scene_00024/scan_00201,6,4;0;8;9;2;10,4;0;8;9;2;10,1.0,1.0,0.0,0,1756123.6644829141,113336.42248774838,113336.42248774838
186,outdoor,scene_00024,outdoor/scene_00024/scan_00201,1,6,1,0.0,0.8787878787878788,1.0,0,3009662.532865868,224046.67463851045,209362.9969683614
186,outdoor,scene_00024,outdoor/scene_00024/scan_00201,3,6;1;2,1;6;2,1.0,0.8787878787878788,0.0,0,3009662.532865868,615809.3081773773,615809.3081773773
186,outdoor,scene_00024,outdoor/scene_00024/scan_00201,6,6;1;2;3;5;7,1;6;2;3;7;5,1.0,0.8787878787878788,0.0,0,3009662.532865868,847452.418211644,847452.418211644
187,outdoor,scene_00024,outdoor/scene_00024/scan_00201,1,2,2,1.0,0.9696969696969697,0.0,0,4698967.239549237,500403.4056758196,500403.4056758196
187,outdoor,scene_00024,outdoor/scene_00024/scan_00201,3,2;0;1,2;0;1,1.0,0.9696969696969697,0.0,0,4698967.239549237,955322.4503557694,955322.4503557694
187,outdoor,scene_00024,outdoor/scene_00024/scan_00201,6,2;0;1;3;5;8,2;0;1;3;5;8,1.0,0.9696969696969697,0.0,0,4698967.239549237,986921.7509219302,986921.7509219302
188,outdoor,scene_00024,outdoor/scene_00024/scan_00201,1,1,1,1.0,0.9696969696969697,0.0,0,3275984.1886289716,486083.31864268554,486083.31864268554
188,outdoor,scene_00024,outdoor/scene_00024/scan_00201,3,1;0;3,1;0;3,1.0,0.9696969696969697,0.0,0,3275984.1886289716,630054.559710433,630054.559710433
188,outdoor,scene_00024,outdoor/scene_00024/scan_00201,6,1;0;3;7;2;8,1;0;3;2;7;8,1.0,0.9696969696969697,0.0,0,3275984.1886289716,636291.1191911711,636291.1191911711
189,outdoor,scene_00024,outdoor/scene_00024/scan_00201,1,2,2,1.0,1.0,0.0,0,2015768.2857979126,72262.40860538697,72262.40860538697
189,outdoor,scene_00024,outdoor/scene_00024/scan_00201,3,2;7;8,2;7;8,1.0,1.0,0.0,0,2015768.2857979126,72291.98780171887,72291.98780171887
189,outdoor,scene_00024,outdoor/scene_00024/scan_00201,6,2;7;8;10;9;11,2;7;8;10;9;11,1.0,1.0,0.0,0,2015768.2857979126,72300.63784929323,72300.63784929323
190,outdoor,scene_00024,outdoor/scene_00024/scan_00202,1,0,0,1.0,0.9696969696969697,0.0,0,538750.3722323996,565.2390438242053,565.2390438242053
190,outdoor,scene_00024,outdoor/scene_00024/scan_00202,3,0;2;7,0;2;7,1.0,0.9696969696969697,0.0,0,538750.3722323996,595.8591278045368,595.8591278045368
190,outdoor,scene_00024,outdoor/scene_00024/scan_00202,6,0;2;7;4;1;5,0;2;7;4;1;5,1.0,0.9696969696969697,0.0,0,538750.3722323996,560.0521572885327,560.0521572885327
191,outdoor,scene_00024,outdoor/scene_00024/scan_00202,1,0,0,1.0,1.0,0.0,0,829809.4643044808,3712.2994265443513,3712.2994265443513
191,outdoor,scene_00024,outdoor/scene_00024/scan_00202,3,0;8;4,0;8;4,1.0,1.0,0.0,0,829809.4643044808,3736.523369424768,3736.523369424768
191,outdoor,scene_00024,outdoor/scene_00024/scan_00202,6,0;8;4;9;10;5,0;8;4;9;10;5,1.0,1.0,0.0,0,829809.4643044808,3733.345885982296,3733.345885982296
192,outdoor,scene_00024,outdoor/scene_00024/scan_00202,1,1,1,1.0,0.9393939393939394,0.0,0,549339.3292231534,642.8192492105275,642.8192492105275
192,outdoor,scene_00024,outdoor/scene_00024/scan_00202,3,1;5;0,1;0;5,1.0,0.9393939393939394,0.0,0,549339.3292231534,821.7960333727937,821.7960333727937
192,outdoor,scene_00024,outdoor/scene_00024/scan_00202,6,1;5;0;8;6;4,1;0;5;6;8;4,1.0,0.9393939393939394,0.0,0,549339.3292231534,977.9560541902295,977.9560541902295
193,outdoor,scene_00024,outdoor/scene_00024/scan_00202,1,2,2,1.0,0.9393939393939394,0.0,0,526787.059794432,53788.56847283048,53788.56847283048
193,outdoor,scene_00024,outdoor/scene_00024/scan_00202,3,2;3;0,2;3;0,1.0,0.9393939393939394,0.0,0,526787.059794432,95815.33432819253,95815.33432819253
193,outdoor,scene_00024,outdoor/scene_00024/scan_00202,6,2;3;0;5;1;9,2;3;0;1;5;4,0.7142857142857143,0.9393939393939394,1.0,0,526787.059794432,96218.73227043833,96217.23743311495
194,outdoor,scene_00024,outdoor/scene_00024/scan_00202,1,0,0,1.0,0.9696969696969697,0.0,0,713216.1368777362,1215.6794829514324,1215.6794829514324
194,outdoor,scene_00024,outdoor/scene_00024/scan_00202,3,0;7;3,0;3;7,1.0,0.9696969696969697,0.0,0,713216.1368777362,2231.90742672273,2231.90742672273
194,outdoor,scene_00024,outdoor/scene_00024/scan_00202,6,0;7;3;6;1;5,0;3;7;6;1;5,1.0,0.9696969696969697,0.0,0,713216.1368777362,3033.4556751525047,3033.4556751525047
195,outdoor,scene_00024,outdoor/scene_00024/scan_00202,1,0,0,1.0,1.0,0.0,0,1166976.217851304,5662.453534535912,5662.453534535912
195,outdoor,scene_00024,outdoor/scene_00024/scan_00202,3,0;2;5,0;2;5,1.0,1.0,0.0,0,1166976.217851304,7271.263561703496,7271.263561703496
195,outdoor,scene_00024,outdoor/scene_00024/scan_00202,6,0;2;5;11;6;8,0;2;5;11;6;8,1.0,1.0,0.0,0,1166976.217851304,7291.333731916016,7291.333731916016
196,outdoor,scene_00024,outdoor/scene_00024/scan_00202,1,2,2,1.0,0.9090909090909091,0.0,0,480080.35885206336,1362.0465313521486,1362.0465313521486
196,outdoor,scene_00024,outdoor/scene_00024/scan_00202,3,2;3;1,2;3;1,1.0,0.9090909090909091,0.0,0,480080.35885206336,2795.4226343986165,2795.4226343986165
196,outdoor,scene_00024,outdoor/scene_00024/scan_00202,6,2;3;1;9;11;5,2;3;1;5;9;11,1.0,0.9090909090909091,0.0,0,480080.35885206336,3002.6289326698757,3002.6289326698757
197,outdoor,scene_00024,outdoor/scene_00024/scan_00202,1,0,0,1.0,1.0,0.0,0,1463726.0604155674,25900.27798950275,25900.27798950275
197,outdoor,scene_00024,outdoor/scene_00024/scan_00202,3,0;1;2,0;1;2,1.0,1.0,0.0,0,1463726.0604155674,29257.593817614517,29257.593817614517
197,outdoor,scene_00024,outdoor/scene_00024/scan_00202,6,0;1;2;6;7;8,0;1;2;6;7;8,1.0,1.0,0.0,0,1463726.0604155674,29330.38364803419,29330.38364803419
198,outdoor,scene_00024,outdoor/scene_00024/scan_00202,1,9,6,0.0,0.7538461538461538,1.0,2,1210835.9798911673,35329.10999283928,2244.4162131103312
198,outdoor,scene_00024,outdoor/scene_00024/scan_00202,3,9;11;10,6;9;5,0.2,0.7538461538461538,1.0,2,1210835.9798911673,90616.13943330108,56601.181978487206
198,outdoor,scene_00024,outdoor/scene_00024/scan_00202,6,9;11;10;5;0;6,6;9;5;10;11;0,1.0,0.7538461538461538,0.0,2,1210835.9798911673,118502.34615288398,118502.34615288397
199,outdoor,scene_00024,outdoor/scene_00024/scan_00202,1,6,6,1.0,0.8928571428571429,0.0,5,280268.7133314838,8680.573308555642,8680.573308555642
199,outdoor,scene_00024,outdoor/scene_00024/scan_00202,3,6;10;9,6;3;10,0.5,0.8928571428571429,1.0,5,280268.7133314838,18814.85502030542,16897.65009145401
199,outdoor,scene_00024,outdoor/scene_00024/scan_00202,6,6;10;9;8;3;7,6;3;10;9;8;7,1.0,0.8928571428571429,0.0,5,280268.7133314838,20390.13294948296,20390.13294948296
